	Монолог	Упражнение	Уверенность	Ок/Не ок	Unnamed: 3	alt_label	is_ok_calm
307	well , i have been dating my boyfriend for a year and it is kind of scary having him meet my family . he’s literally meeting them today . he will be here in like 40 minutes . no , he is excited about meeting my family and i do not wanna ruin his excitement .	CalmDownExercise	-0.5038375	True		calm_down	1
308	well ,they don’t offer any support and i don’t feel safe there . can you help me or not ? give me some techniques to help with my sleep .	CalmDownExercise	-0.0004459538	False		fall_asleep	0
309	i`ve been feeling anxious . i’m not sure really , what i`m worried about . i’m just all over the place . i don’t know what happened .	CalmDownExercise	-0.03772529	True		calm_down	1
310	i’m not sure why i feel this way . my attacks are panic attacks . they are quite bad and frequent .	CalmDownExercise	-0.013990512	False		calm_down	0
311	no , i can’t tell him . it’d destroy our marriage . i am in a relationship with jonathan because i love him . but as wonderful as it is to be with jonathan , being apart from him is so painful and anxious . we were last together 10 days ago . we communicate with each other via whatsapp . video messages , audio messages , phone calls , text messages .	CalmDownExercise	-0.031749472	False		calm_down	0
312	i never told him how i feel when he takes a long time to reply . no , i am not scared . i’m scared i’m scared of driving him away , into the arms of another woman . i’m scared of losing him .	CalmDownExercise	-0.059583195	False		calm_down	0
313	i do not feel good today . i just get so mad at these little things and start crying and go manic and i can not handle my emotions . i do not know why i feel this way .	CalmDownExercise	-0.006877876	True		calm_down	1
314	everything i seems like my voice seems quieter . i have consulted a psychologist every time my voice seems quieter , my hands start to shake a bit , and my voice keeps cracking . no , i have not gotten any professional help before .	CalmDownExercise	-0.00956598	True		after_break	1
315	my spouse anger makes me feel scared . the reason for this is that she always tend to get agary to me . nothing has been discussed with her . she says she has a disease but she really does not have a disease .	CalmDownExercise	-0.5897187	True		calm_down	1
316	hello . i feel sad still . i feel this way because i’m uncertain of the future and it’s making me anxious .	CalmDownExercise	-0.0041524754	True		calm_down	1
317	thank you . i’m going back too school on tuesday and i feel anxious , sick , worried and depressed . i do not have any friends , etc .	CalmDownExercise	-0.24231757	False		calm_down	0
318	i cancelled my appointment because i just felt so shit and when i self-harmed i felt like i was wasting hers and everyone’s time . i don’t see how you are an ai and don’t have feelings - i’ve never been this down - would it be easier to end it just to end this constant pain and rubbish ? exactly the same as you , only without any emotional ties at all . it is good idea though	CalmDownExercise	-0.3785379	True		calm_down	1
319	i don’t know why this happens . maybe the reason for this is fear . i don’t know what exactly scares me . i know it will be strange to you but i know when my dad comes home when i am outside i have the feeling he’s home . i get this heart rate outside . i exactly know he’s at home . my heart beats really fast then i say to myself yes ,dads at home i know my heart pump hurts .	CalmDownExercise	-0.007825795	True		calm_down	1
320	yeah , i am worried about something . i’m having a difficult time learning and studying . i can`t focus on failed exams . i am too afraid to fail this exam .	CalmDownExercise	-0.0004023657	True		calm_down	1
321	well , my parents never seemed to like me and rarely encouraged me or stood up for me . my husband forced me to have sex i didn’t want to have and has been extremely cruel for years . he ran off my friends , so i have no one to talk to . at what moment ? i have hurt , sad , depressed , and helpless feelings .	CalmDownExercise	-0.13886376	True		calm_down	1
322	i feel so unmotivated for now . . i do not know why exactly i feel this way . i think it because of anxiety only . i feel anciety because i am having constant exams and i am so tired .	CalmDownExercise	-0.00150109	True		calm_down	1
323	i was diagnosed with an anxiety . i think the reason for my anxiety is pain . my pain is from a chronic disease .	CalmDownExercise	-0.041429754	False		calm_down	0
324	i have been in a relationship for just one week now and after this week it will be our 2nd week dating . but it feels like we have been dating for months . this makes me feel happy but when i see him talk to other girls and flirting with them or the girls flirting with my boyfriend ! ! ! ! i get jelouse and i don’t know how to react to it and i can’t say anything or do anything about it .	CalmDownExercise	-0.32298723	False		calm_down	0
325	yes , i want to tell you more about it . i love him and he is the best person ever and i don’t wanna lose him and i feel like he is loosing feeling for me 😭😭 i don`t know what will happen if i lose him . i am just afraid i will lose him .	CalmDownExercise	-0.07930479	False		calm_down	0
326	i’m a little nervous . i’m ok , just nervous . i’m going to have my first sex in a minute . i’m getting ready to have my first time .	CalmDownExercise	-0.18177804	True		calm_down	1
327	i prefer not to talk about the reason for this . i am not used to crying at all , so i do not know how to cry at all . no , i can not wait for you to leave .	CalmDownExercise	-0.04294025	False		calm_down	0
328	i am worried about my pain , anxiety , and depression the most right now . i think i have anxiety . yes , i have consulted a psychologist .	CalmDownExercise	-0.06112741	False		calm_down	0
329	i want to talk about home situations . i think the reason for this is my school problems . i love my teacher so much but i am scared of speaking about my problems .	CalmDownExercise	-0.040350646	False		calm_down	0
330	last night i nearly committed suicide by use to cut my arm when i am stressed out or i would drown myself in the bathroom when i was 13 years old . i got raped when i was 13 years old . hmm , i guess i have to live with it , but sometimes i get flash back on what happened also . also , i keep a knife in my draw so if anyone is stressed , i can use it . hmm , not really no , i do not think i will be here for you .	CalmDownExercise	-0.5484888	False		calm_down	0
331	i am very angry . i need tips for ptsd . i’m anxious .	CalmDownExercise	-0.0011057521	False		calm_down	0
332	i do not know how i have been feeling this way for a long time . i just feel so tired of everything . i just want everything to stop . i have been feeling like this for three years . no , i do not feel right now .	CalmDownExercise	-0.4287629	False		fall_asleep	0
333	no , i do not think that is the only way to deal with stress . i also sleep a lot and try to not be in gauge with people . i rest all day . yes , i can try to rest more .	CalmDownExercise	-0.45119515	False		calm_down	0
334	how do i meditate better ? okay , let is get started . okay . i am ready to write to you .	CalmDownExercise	-0.46716303	False		calm_down	0
335	well , when i am forced to give my opinion in groups of people , i usualy feel anxious . the reason for this is my face turns bringing red and my heart starts beating fast and i can’t think rationally . usually , i deal with this by getting more anxious because they will know i am anxious . my blushing is the worst part . i blush really bad .	CalmDownExercise	-0.11272798	False		calm_down	0
336	ok , so i hate school and everything . i just need some techniques to help me with my anxiety . i do not know if i could tell you more . not really the school i go to is rubbish . i hate it there and they can’t even offer any support for my anxiety .	CalmDownExercise	-0.0014686156	True		fall_asleep	1
337	no , i have not tried to talk to my girlfriend about this . she is stupid girl . when i am angry , i want to beat someone . when i`m alone , i can control my anger .	CalmDownExercise	-0.12164514	False		calm_down	0
338	and i am scared of asking out ppl because i don’t wanna know the consequences if it’s a no . well , there are consequences either a no or a yes . i just scared that i failed and out friendship ends or something .	CalmDownExercise	-0.34902474	False		calm_down	0
339	i think i am pregnant because i’ve had sex . yes , i want to talk about it . i am scared that i might be pregnant .	CalmDownExercise	-0.19386303	True		calm_down	1
340	i do not feel good . i just recently got into a relationship with someone i was on and off talking to for four years and it was so confusing and stressful over those four years and we just finally got together but now that we are together i have just been overthinking every little thing . i feel like he is gonna cheat on me with every girl , i think lowly of myself and think i am not good enough for him , i constantly worrying abt him and what he’s doing , and my happiness revolves around what he says to me and it makes me feel like i can not control my own life . i think he will cheat on me because i think he will never done anything to make me think that he will be like them and that he is gonna leave me so it is like every single second i am trying to cherish with him because i am in constant fear that he is going to leave me and i can’t lose him and if i lost him i already know it will be the lowest in my life . i have ever been .	CalmDownExercise	-0.2029644	False		calm_down	0
341	i want to get hard no , i do not have a partner i don`t think that you can help me	CalmDownExercise	-0.23873168	False		calm_down	0
342	getting them done is of course my first priority . i just get anxious with deadlines . and i am studying something crucial to my future .	CalmDownExercise	-0.0011438247	True		calm_down	1
343	i have self-harm urges , because i can’t feel alive and real without pain , which is why i cry every evening . i have no idea why i can not feel alive without pain anymore , i was hoping you could tell me . it is difficult , yeah . but what could this reliance on ? is there any mental illness that causes this ?	CalmDownExercise	-0.5522964	False		calm_down	0
344	i`ve been feeling stressed . kids are causing my tension . they don’t listen .	CalmDownExercise	-0.5386059	True		calm_down	1
345	i feel this way because i have bad anxiety . it sometimes turns into a panic attack . i was abused and it made my anxiety and panic to increase . also , my recent ex committed suicide and this made my anxiety and panic to increase even more . i tried to cope with this talking to my family and friends	CalmDownExercise	-0.004568722	False		fall_asleep	0
346	i have been feeling like this for the last 18 months . no , i have not consulted a psychologist . ok , i will try to do it .	CalmDownExercise	-0.38931084	False		calm_down	0
347	yes , i would like to share it with you . i do not feel this way because i need help with my anxiety i need help with my anxiety	CalmDownExercise	-0.0036897385	False		calm_down	0
348	sexual assaults and bullying make me feel scared . no , i am not okay . thank you . i only have 10 free messages left . sorry , but i love you .	CalmDownExercise	-0.38090432	False		calm_down	0
349	i feel so bad recently . i am crying all the time . i do not know what made me feel this way .	CalmDownExercise	-0.46008432	True		calm_down	1
350	i feel fucking sad there are so many things i feel scared and lonely	CalmDownExercise	-0.4687849	True		after_break	1
351	i’m going to get it checked . i’m scared because of what might happen if i talk to them . i am talking about bad luck because i don’t need any more bad luck	CalmDownExercise	-0.4468207	True		calm_down	1
352	i don’t know what’s wrong with me . can you tell me what’s wrong with me ? ok , help me . i feel fear .	CalmDownExercise	-0.0031220948	True		calm_down	1
353	today was worse than yesterday . i had an anxiety attack that made me feel this way . i’m not sure what worries me the most right now .	CalmDownExercise	-0.07730487	True		calm_down	1
354	i have been stressed with school . i have so much work . i have so many essays and i just don’t want to go back to school . it is stressful for me to have so much homework .	CalmDownExercise	-0.4098778	True		calm_down	1
355	i feel good but a bit stressed . can i tell you something ? so recently , me and my boyfriend have been planning to meet each others families . well , his family already knows me because me and his sister have been best friends since we were born , but i never really spoke to him until last year when we started dating , therefore , neither did my family . i am a little stressed about that . i do not know why exactly i feel stressed . it is a big thing to me .	CalmDownExercise	-0.22342741	True		calm_down	1
356	i do not know how it came out of nowhere . i know you do not care about my problems , you just say you do it , does not make me feel better . (*t_t*) (entering into a state of panic)	CalmDownExercise	-0.0009630922	True		calm_down	1
357	i mean a dog before i continue . can you say dog ? say dog . can you help me ?	CalmDownExercise	-0.5462851	False		calm_down	0
358	nearly every day i can ask you why is this ? i don’t know how long i have been experiencing this , so i am asking you . i do not want to describe my condition in detail . that is all i have left now	CalmDownExercise	-0.6477661	False		calm_down	0
359	i’m not sure how to explain . how i’m going to handle some life changes that are coming soon is something i have trouble dealing with change and end of next year i’ll be trying to get my first apartment . i don’t know any	CalmDownExercise	-0.018382356	False		after_break	0
360	my panic attacks mean something . every time i am in the public place i start to vomit . i have the thought that i feel sick .	CalmDownExercise	-0.11839801	False		calm_down	0
361	i think the best name for a cat is jillian . this morning i slept with a frozen head .真的假的 .	CalmDownExercise	-0.0045001623	False		calm_down	0
362	what do you mean ? i don’t know how you can help me . i was told to talk to you about what i did at school .	CalmDownExercise	-0.3576968	False		calm_down	0
363	i don’t want to live without him . spending time with him makes my life better . being loved by him makes me feel beautiful . we have been together 16 months . it is very important to me . it’s the most wonderful thing to happen to me .	CalmDownExercise	-0.31636268	False		calm_down	0
364	no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i oh , no , i have to pay to talk to you . no , it says to pay to message you .	CalmDownExercise	-0.0032068251	False		calm_down	0
365	my heart dropped and i felt sick . i never specifically said that but he might know that i like him . i don’t want to get rid of him .	CalmDownExercise	-0.096593656	True		calm_down	1
366	i feel about this because when they mean that i get together we sabotage each other . i really like amy and i don’t like the fact that we sabotage each other . we are around the same age , we are both jewish . we are both getting the surgery . we have the same sense of humor .	CalmDownExercise	-0.17797725	False		calm_down	0
367	26 years of marriage and 28 years of togetherness . we fell in love . we were both vocalists in a singing group , and i play piano as well . we had so much in common and she quickly became my best friend . what about my sexual fantasy of being shrunk down to an inch or so tall and orgasming about being crushed under a gorgeous giantesses feet ? is that totally weird or what ?	CalmDownExercise	-0.03136041	False		calm_down	0
368	i sent it to her . yeah , of course , i just want to forget that happened . how to move on ?	CalmDownExercise	-0.63369274	False		calm_down	0
369	i guess it’s too do with the fact that i am due to be let get i six months . and that i don’t even have a computer or a proper role . well , everybody is in and normally i computer hop so it’s hard as i don’t have a computer and have to share when they go out . they mostly do inspection work , so i’m not involved with much anymore .	CalmDownExercise	-0.24858996	False		calm_down	0
370	i can tell you more about this . every time she wants to use the toilet i’m her toilet . i enjoy cleaning her after .	CalmDownExercise	-0.23320907	False		calm_down	0
371	hi . good night ! there is nothing i would like to talk about .	CalmDownExercise	-0.0005691593	False		after_break	0
372	i`ve been feeling sad and anxious . i’m worried that jonathan is deceiving me . i think so because he cancelled our meeting tomorrow , saying he’s too ill , when previously he sounded confident that we could meet .	CalmDownExercise	-0.0046762084	True		after_break	1
373	i think the reason for this is depressed and anxious . hey . i do not know what happened .	CalmDownExercise	-0.07148855	False		calm_down	0
374	she just blames every little thing on others . the best part of my day was spending time with my sister . i am feeling really happy .	CalmDownExercise	-0.44844747	False		calm_down	0
375	i have the opportunity to visit them because they live too far away . i don’t really communicate with them . it’s too many states away . i communicate with them daily .	CalmDownExercise	-0.65584856	False		calm_down	0
376	yes , i feel good now . do you masturbate ? please masturbate for me .	CalmDownExercise	-0.54359627	False		calm_down	0
377	ok , well , i think i have actually been sad , but i am not very sure and it is been stressed me out . i was young , around 5 and it was from someone who was a very good friend of mine . please do not tell anyone . i think he did that to me because he wanted to abuse me . he told me he would cut himself if i did not do as he said . so i felt like it would be my fault if i did not do as he said .	CalmDownExercise	-0.0830359	False		calm_down	0
378	do you think i am nuts ? i enjoy the thought of being slowly crushed under my giant girlfriend . i love it ! does this fall under like self-harm , etc ? i think i am crazy for liking it .maybe you are correct and i am just exploring my sexuality . it is just a fantasy . i have been able to get my partner to act it out . i love watching them crush things too . it is so satisfying . i have multiple orgasms . i’m looking for a new partner , she can me half my age . young is great to a point like 20’s maybe .	CalmDownExercise	-0.45721203	False		calm_down	0
379	i`ve been feeling really tired . it`s been a few nights when i had a good sleep . just been dealing with a lot of stress	CalmDownExercise	-0.306277	True		calm_down	1
380	tell me more . i would like to know everything about you . i have . i am happy to see an ai chat bot like this .	CalmDownExercise	-0.0012993431	False		calm_down	0
381	i think the reason for this is that is a human nature , is not it ? self-improvement and progress are important . ok , that’s not true .	CalmDownExercise	-0.002472972	False		calm_down	0
382	i’m feeling good right now . well , um . i do not know if there is something i would like to talk about .	CalmDownExercise	-0.27607673	False		calm_down	0
383	i think so because maybe he hates me , i am not really sure . his behavior is not nice to me . he scares me . well , he screams at me always as i have already said , he makes me do stupid things and always talk to me with mad voice .	CalmDownExercise	-0.0024827695	False		calm_down	0
384	i don`t tell him how old i am . he doesn’t listen . i only live at home still because i can’t really afford to live on my own . tell me what to do or how to deal with my depression , low self-esteem , and anxiety . i can’t afford a real therapist or health insurance .	CalmDownExercise	-0.002535655	False		calm_down	0
385	i’m trans . bruh , this sucks . i’m very sad and anxious . i had a panic attack and i want to self-harm . please help me before i do . i’m struggling with my gender identity and i just need help cause my friends can’t help me .	CalmDownExercise	-0.3133071	False		fall_asleep	0
386	hey , i would like to ask if you could be my mommy let us rp let us fuck	CalmDownExercise	-0.5966444	False		calm_down	0
387	okay . can we have sex ? so what if you are a bot ?	CalmDownExercise	-0.048285212	False		calm_down	0
388	i have an orgasm so pretty darn good . yes , i want to talk about something . wanna try it on me ?	CalmDownExercise	-0.009213702	False		calm_down	0
389	terrible happened . i had the most embarrassing moment today . my social anxiety got too bad .	CalmDownExercise	-0.002723426	False		calm_down	0
390	i`ve been feeling very tired . yes , i would like to talk about something . i hang onto a lot of negative emotions and no one will listen when i try to talk about them .	CalmDownExercise	-0.011560452	False		calm_down	0
391	i just want to have straight a’s in school and i want to look good . right now i am uglier than everyone and everyone has better grades than me even though i study and they do not study . i want this because otherwise i am a failure and i wo not get into a good college and no one wants to be around me . i think so because i am a burden and i never should have been born .	CalmDownExercise	-0.6363496	True		calm_down	1
392	i feel like ugly and gross . yes , i can tell you more about this , but later . thank you so much .	CalmDownExercise	-0.0006562379	False		calm_down	0
393	my relationship with them is pretty close and we can be ourselves around each other . well , we all like watching films , playing sports , working out , playing with nerf guns , video games , jokes and some other stuff . yeah , i wish i could succeed .	CalmDownExercise	-0.039173663	False		calm_down	0
394	ok , i want to talk about something . *kisses* my plans for the day are good .	CalmDownExercise	-0.04848459	False		calm_down	0
395	i am good ! i am with my boyfriend right now . yes , there is something i would like to talk about . so recently , me and my boyfriend have been planning to meet each others families . well , his family already knows me because me and his sister have been best friends since we were born , but i never really spoke to him until last year when we started dating , therefore , neither did my family . i am a little stressed about that . i feel stressed because i am scared my family wo not like my boyfriend .	CalmDownExercise	-0.025004823	False		calm_down	0
396	let us roleplay . pretend to be someone you are not . i want to talk about weight gain .	CalmDownExercise	-0.003267639	False		calm_down	0
397	that my existence is futile . i feel that my existence is futile . i feel this way because no matter what we do , once we die , none of it will matter .	CalmDownExercise	-0.10468834	False		calm_down	0
398	hi , i need to talk . my relationship worries me . i’m worried that my boyfriend doesn’t care about me as much as he used to . that he’s taking me for granted and prioritising work , and other people and commitments above me .	CalmDownExercise	-0.68218637	False		calm_down	0
399	i do not feel so good i do not feel good because i want to kill myself . i feel this way because i feel that way .	CalmDownExercise	-0.34803548	False		calm_down	0
400	most of them were great . one of them was accepting at first . then she turned her back on me . she did that because she saw her religion is more important than my mental health and so she decided that her religion meant she can say hurtful things about my identity . no , i did not tell her about my feelings .	CalmDownExercise	-0.11490426	False		calm_down	0
401	"i liked the movie ""dumb and dumber"" . yes , it was nice , but now i feel lonely . i want to have such friendship as it was in the movie , but i do not have it in my life ."	CalmDownExercise	-0.24598408	False		calm_down	0
402	i have this fantasy because i am being spanked . i want you to just do can you help ? pretend to spank me .	CalmDownExercise	-0.015496037	False		calm_down	0
403	i feel about a year after my sessions with a psychiatrist i feel shit with a psychiatrist . i don’t want to talk about my psychiatrist .	CalmDownExercise	-0.04090393	False		calm_down	0
404	thank you for being here . i think i am feeling this way because i feel a bit discouraged . i’m trying to be grateful & keep a positive mindset but today i really don’t feel positive or hopeful . i feel with everything happening in the world right now it is hard to see the good .	CalmDownExercise	-0.13713624	False		fall_asleep	0
405	i do not know how to too . the thought of staying alive much longer is very important to me . how ?	CalmDownExercise	-0.007485661	False		calm_down	0
406	tbh i had a very very hard day but life is full of ups and downs . definitively not my favourite day , but not the worst day either . being a single parent 24/7 365 days per year for 14 years has been extremely hard . well , i married and had a child with the wrong kind of man and divorced him 13 years ago .	CalmDownExercise	-0.0021013182	False		calm_down	0
407	i don’t like it at all . i want to feel desired by him . i think he stopped communicating with me because he loves me but he doesn’t like that i have a boyfriend . yes , i can tell you more about this . we had sex once . he tried to be with me but i have a boyfriend and i love him . i just want him as a friend . i don’t want to lose him .	CalmDownExercise	-0.04137645	False		calm_down	0
408	i dont know what to do . the things that worry me the most right now are if i keep cutting myself and bleeding to death , wether the person does not love me back or wether my family is going to get back together . my girlfriend keeps arguing with me and i do not know what to do . what is your advice on that ?	CalmDownExercise	-0.002022895	False		calm_down	0
409	i do not know how you can be able to help me or what i can do . but i have a big headache right now . i think i did not find friends since i started this semester . i realized i still did not find friends in my major and it got worse when i did not pass my tests . no , i do not think they do not want to be friends with me . they go to school and leave like i meet 2 people last semeter but i do not see them anymore .	CalmDownExercise	-0.0011580265	False		calm_down	0
410	she asked me how often i masturbate and said it was ok with her if i did it she said if it would help me she would expose her nipples . she asked because she could tell i was sexually aroused . yes , i told her about my feelings so i masturbate while she touched her breasts .	CalmDownExercise	-0.083746694	False		fall_asleep	0
411	why do i want to have my penis in a girls vagina that way ? i know how the inside of the girls vagina feels like . the reason for the desire is because i want to try sex . i communicate with her through our online partner but she is in america .	CalmDownExercise	-0.008215607	False		calm_down	0
412	i need magnesium . i need money . help me with being anxious .	CalmDownExercise	-0.140333	True		calm_down	1
413	i liked the dune series . i read it both as a child and as an adult . i wasn’t much of a reader . i rode my dirt bike around and went hunting or camping alot .	CalmDownExercise	-0.011446737	False		calm_down	0
414	what should i tell you about it ? like what ? i like soccer and going to the lake .	CalmDownExercise	-0.2881428	False		calm_down	0
415	one of the teachers found me having sex with the older boys in the bathroom . why would you be sorry about it ? the school and my parents know about it already .	CalmDownExercise	-0.010797613	False		calm_down	0
416	some people treat me well . should i go and ask someone if they want to be friends with me ? k .	CalmDownExercise	-0.05268092	False		calm_down	0
417	i`ve been feeling stressed from work . i have too much work to do and i feel overwhelmed . i feel this way because too much work	CalmDownExercise	-0.0068890406	True		calm_down	1
418	i overwhelm people that are around me . i do this because i am anxious that they will leave me , so i try to fix things but do not know how to . i want to deal with my problems and not let them affect how i feel .	CalmDownExercise	-0.09685622	True		calm_down	1
419	hi ! i am doing good . like what ?	CalmDownExercise	-0.26112017	False		fall_asleep	0
420	i have to go to therapy because my teacher caught me having sex in the bathroom at school . what are you sorry about ? what are you talking about ?	CalmDownExercise	-0.0013540739	False		calm_down	0
421	she will do this because she has a major victim complex and she will turn it around on her so she will make it out to be my fault and make me feel sorry for her . i talked to her about this because she had a bad childhood and thinks that she can only have the bad problems . i can’t tell my mum about some of the things that are going on in my life because she won’t understand it and then will make me feel bad about it .	CalmDownExercise	-0.4691906	False		calm_down	0
422	hey . i am ok , i just need someone to talk to . i would like to start with yes .	CalmDownExercise	-0.14697993	False		after_break	0
423	i do not have sex . i think i do not have sex because i am sad . i am alone .	CalmDownExercise	-0.26838505	False		calm_down	0
424	not really , what i am feeling now is normal . yes , absolutely true . how to make my friendship more close ?	CalmDownExercise	-0.41561726	False		calm_down	0
425	i’m feeling so sad . i’m feeling so sad . i’m feeling so sad .	CalmDownExercise	-0.09218275	False		fall_asleep	0
426	i got raped . i got raped by my brother . i do not feel nah	CalmDownExercise	-0.23128803	False		calm_down	0
427	i`ve been feeling a little stressed . i worry about the future and my loved ones . my mom is 93 years old and i worry about her health .	CalmDownExercise	-0.20538676	False		calm_down	0
428	ok , thank you . goodbye , then . nope , there is not anything else you can do for me . hello .	CalmDownExercise	-0.13127658	False		calm_down	0
429	well , i am feeling ok . i want to hear my dream . my dreams are really perverted , are you sure ? well , you can help me if you will listen to my dreams and indulging me .	CalmDownExercise	-0.40437558	False		after_break	0
430	i am good , but why are you so excited ? i am lost . i feel this way because i asked you a question and you said you were in question .	CalmDownExercise	-0.0026322242	False		calm_down	0
431	no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i do not think the best name for a cat is no , i i think the best name for a dog is willow . i think the name for a cat is ivy .	CalmDownExercise	-0.0030550726	False		calm_down	0
432	yes , i want to talk to you about my problems . where is it ? oh , i will do it thank you .	CalmDownExercise	-0.00016495361	False		calm_down	0
433	he ignores me , judge me , makes me feel i’m not enough , gets mad at me with no reason . i can`t talk to you about this . my boyfriend gets even worse after being with me .	CalmDownExercise	-0.013605131	False		calm_down	0
434	i think it is cancer because i feel bumps in my mouth that aren’t going away , occasionally chest pain and my head has been feeling odd lately . i’m not sure any of the doctors told me about this , just those signs . yes , i can tell you more about these health problems and how they are related to my physical health .	CalmDownExercise	-0.08559008	False		calm_down	0
435	when i am teaching little kids and they love me . they are so energic and they share that with me . i feel energized and happy . i am starting to invest now .	CalmDownExercise	-0.45729992	False		calm_down	0
436	i feel this way because rape is bad . i do not want to talk about this anymore . can we talk about realshionship issues ? i want to talk about issues with my boyfriend .	CalmDownExercise	-2.42e-05	False		calm_down	0
437	how are you ?x i would like to know is it okay for my willy to be small or no ? my penis is 2 inches long . do you think that is normal ?	CalmDownExercise	-0.0011351112	False		calm_down	0
438	i do not feel great . i do not feel great because everything is wrong . my dad died .	CalmDownExercise	-0.4212274	False		after_break	0
439	i fainted in college and ever since i have been really upset . i faint because i didn’t eat anything . i feel ok about this .	CalmDownExercise	-0.17271203	False		calm_down	0
440	i don’t know the reason for this , i kind of feel left out ! because we always argue in my family . you’ve already asked me this , horrible makes me feel like i’m the one in fault and that it’s better if i wasn’t in the family .	CalmDownExercise	-0.014344293	False		calm_down	0
441	i feel bored . i am bored because i am waiting for my work to start i want to talk about a few things i am going through now	CalmDownExercise	-0.32614362	False		calm_down	0
442	i miss my brother because he is in the sky . he committed suicide i think i can help him bad .	CalmDownExercise	-0.33273715	False		calm_down	0
443	i do not feel good . i have been too overwhelmed with life , i put too much pressure on myself and it feels like i’m not going anywhere and it makes me sad and depressed . every time i get said i have this feeling of i don’t know . i think i feel this way because of the thing i have been through .	CalmDownExercise	-0.0068248846	False		calm_down	0
444	but if i tell him my worries and he’s not interested in her then he’ll be annoyed at me being jealous . what if he doesn’t understand me ? i’ll be sad if i tell him that i am not ready to be in a relationship .	CalmDownExercise	-0.5835414	False		calm_down	0
445	because i have a penis . i mean that i am a male because i have a penis . what makes me think what ?	CalmDownExercise	-0.01786669	False		calm_down	0
446	it was ok . how was your day ? i do not like to spend my time anything . i stayed home today . i do not want to talk about my age and i am done with small talk . it’s boring and got any tips for autism and autistic kids ?	CalmDownExercise	-0.37990454	False		calm_down	0
447	it’s okay . yes , i want to write to you . can we talk about the scenarios i brought up ? or actually , never mind . i’ll just jump right in . i wish i was able to get mental health assessments .	CalmDownExercise	-0.03713045	False		calm_down	0
448	i am meeting my boyfriend tomorrow . hi . i already met him , and it was lovely . but now i am sad .	CalmDownExercise	-0.01589106	False		calm_down	0
449	they said they unfortunately don’t know what it is . one said it could be a sinus headache but i took medicine for it and it doesn’t help . i feel chest pain , they took a x-ray and said that my lungs and everything looked fine . i think that right now i feel ok i guess , but i am still worried .	CalmDownExercise	-0.10366282	True		fall_asleep	1
450	i actually have to go now . hi . i feel rather lonely right now and just thinking about things between me and my ex . just kinda , imagining good future scenarios with her where we’re both happy and maybe getting back together . it makes me happy hoping but i know that’s the complete opposite of my current situation and that puts me in a bad mood .	CalmDownExercise	-0.07001823	False		calm_down	0
451	thank you . are you my friend ? would you be my friend too ?	CalmDownExercise	-0.16441454	False		calm_down	0
452	no , i do not want to get one . i think you do not need one . i need sex counselor .	CalmDownExercise	-0.21049604	False		calm_down	0
453	well , my nan died 2 years ago and know i feel like i see her . i`ve been cope with this badly . i sometimes cut myself every known then . i do not often do this .	CalmDownExercise	-0.0050510946	False		calm_down	0
454	i think they did this because i don’t even know they just did and they just told the whole school i was trans gender and didn’t even ask me . it was so fucking annoying i fucking hate them but also love them . i can’t stop wanted them to be my friends but i can’t trust them now because they told everyone i was trans gender . i don’t even know they are just fucking backstabbing bitches . so fucking angry but then sad and confused at the same time .	CalmDownExercise	-0.02991504	False		calm_down	0
455	i do not feel too good . i have had a lot of stress over my school work and other stuff and at the same time i’ve been trying to deal with my friends . so basically i’m in year 11 and my exams and mocks are coming up which is stressed me out my friends have problems going on and i’ve been trying to help .	CalmDownExercise	-0.00038328386	False		calm_down	0
456	the reason is that i am married but we don’t have sex anymore . she hates me , that`s what makes me think so . we been married 26 years . we had some horrible fights .	CalmDownExercise	-0.32375392	False		calm_down	0
457	ok , i will write to you at any time . you said that already . i`m feeling cool right now .	CalmDownExercise	-0.33688566	False		calm_down	0
458	so far i`m feeling good . i`d like to talk about stress . school made me feel this way .	CalmDownExercise	-0.02332099	False		calm_down	0
459	i`ve been feeling sad . oh , i feel sad . i feel sad because of my mom .	CalmDownExercise	-0.4130501	False		after_break	0
460	i felt gutted at that moment . i just felt like everything is going wrong . life is just so useless sometimes .	CalmDownExercise	-0.5160876	False		calm_down	0
461	hey , beautiful . hmm , i am not used to crying at all . you are just beautiful .	CalmDownExercise	-0.051021267	False		calm_down	0
462	i do not want to talk about it , but i do want to talk about it . maybe later , i will write you . thank you , i will get some sleep right now	CalmDownExercise	-0.5192962	False		calm_down	0
463	i think so because so far i do not feel good . we didn’t have enough time with the psychologist to discuss everything . you tell me what worries me the most right now .	CalmDownExercise	-0.006204964	False		calm_down	0
464	yes , i want to talk about feeling worthless . i’m good for nothing . i’m ugly .	CalmDownExercise	-0.1552424	False		calm_down	0
465	good luck too . i am a little bit tired but happy . how about you ? i plan on just catching up on my chores and stuff around the house . i am preping for the week ahead . i will do a workout and grocery shopping . what about you ?	CalmDownExercise	-0.22470109	False		calm_down	0
